,sentence,label
4327,"The cinema's new special event rentals allow individuals and groups to rent a theater for private screenings or events.",1
4328,"The health workshop's new integrative medicine approach combines conventional and alternative therapies to address health holistically.",0
4329,"The restaurant's new sushi bar offers freshly made sushi and sashimi, expanding its cuisine offerings.",1
4330,"The fitness boot camp's new indoor facility allows for year-round fitness activities, regardless of weather conditions.",0
4331,"The local theater's new interactive audience participation plays have been popular, especially among younger audiences.",1
4332,"The annual craft fair's new online workshops allow craft enthusiasts to learn new techniques from home.",0
4333,"The hotel's new guided tours of local attractions provide guests with enriched travel experiences.",1
4334,"The community fair's new wellness area offers health screenings, fitness demonstrations, and wellness products.",0
4335,"The street food market's new cultural theme nights showcase cuisines from different countries, offering diverse dining options.",1
4336,"The car rental service's new flexible pricing model offers discounts for longer rental periods, making it more cost-effective.",0
4337,"The photography class's new collaborative projects encourage students to work together on photo shoots and exhibitions.",1
4338,"The fast food outlet's introduction of breakfast options has attracted a new morning customer base.",0
4339,"The annual book festival's new partnerships with local schools promote literacy and bring authors into classrooms.",1
4340,"The boutique hotel's new wellness package includes spa treatments, yoga classes, and healthy dining options.",0
4341,"The local park's new annual sports festival includes competitions, demonstrations, and clinics for various sports.",1
